id,name,size,url,title,description,min_cpu,min_gpu,min_ram,rec_cpu,rec_gpu,rec_ram,rating,reviews_count,downloads,views,categories
883,taezan,N/A,https://www.wifi4games.com/pc_games/taezan.html,تحميل لعبة طرزان tarzan,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
884,Tom & Jerry,N/A,https://www.wifi4games.com/pc_games/Tom__Jerry.html,تحميل لعبة توم و جيري Tom & Jerry,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
885,Bat Man Vengeance,N/A,https://www.wifi4games.com/pc_games/Bat_Man_Vengeance.html,تحميل لعبة باتمان BatMan Vengeance,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
886,Dead Space 3,N/A,https://www.wifi4games.com/pc_games/Dead_Space_3.html,تحميل لعبة الرعب والاكشن Dead Space 3,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
887,Dead Space 2,N/A,https://www.wifi4games.com/pc_games/Dead_Space_2.html,تحميل لعبة الرعب والاكشن Dead Space 2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
888,Call of duty 4 ModernWareFare,N/A,https://www.wifi4games.com/pc_games/Call_of_duty_4_ModernWareFare.html,تحميل لعبة Call of duty 4 ModernWareFare كول اوف ديوتي مودرن وار فير,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
889,Deadpool,N/A,https://www.wifi4games.com/pc_games/Deadpool.html,تحميل لعبة ديدبول Deadpool,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
890,Call of Duty : World at War,N/A,https://www.wifi4games.com/pc_games/Call_of_Duty_:_World_at_War.html,تحميل لعبة الاكشن Call of Duty : World at War الحرب العالمية الثانية,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
891,section 8,N/A,https://www.wifi4games.com/pc_games/section_8.html,تحميل لعبة سيكشن section 8,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
892,Farming Simulator 2015,N/A,https://www.wifi4games.com/pc_games/Farming_Simulator_2015.html,تحميل لعبة الزراعة Farming Simulator 2015,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
893,Command & Conquer Generals Zero Hour,N/A,https://www.wifi4games.com/pc_games/Command_and_Conquer_Generals_Zero_Hour.html,لعبة  الاستراتيجية Generals Zero Hour Reborn V4.0 Rise To Power,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
894,Dispatcher,N/A,https://www.wifi4games.com/pc_games/Dispatcher.html,تحميل لعبة الرعب في الفضاء Dispatcher,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
895,Need For Speed Shift,N/A,https://www.wifi4games.com/pc_games/Need_For_Speed_Shift.html,تحميل لعبة السباق والسرعة Need For Speed Shift,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
896,sims 1,N/A,https://www.wifi4games.com/pc_games/sims_1.html,تحميل لعبة ذا سيمس The Sims 1,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
897,Planetbase,N/A,https://www.wifi4games.com/pc_games/Planetbase.html,تحميل لعبة بناء قواعد على الكواكب Planetbase,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
898,Tom Clancy's H.A.W.X.2,N/A,https://www.wifi4games.com/pc_games/Tom_Clancy's_H.A.W.X.2.html,تحميل لعبة الطائرات الحربية  Tom Clancy's H.A.W.X.2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
899,Hitman Blood Money,N/A,https://www.wifi4games.com/pc_games/Hitman_Blood_Money.html,تحميل لعبة القاتل محترف Hitman Blood Money,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
900,Styx Master of Shadows,N/A,https://www.wifi4games.com/pc_games/Styx_Master_of_Shadows.html,تحميل لعبة التسلل والاغتيالات Styx Master of Shadows,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
901,Metal Gear Solid V Ground Zeroes,N/A,https://www.wifi4games.com/pc_games/Metal_Gear_Solid_V_Ground_Zeroes.html,تحميل لعبة Metal Gear Solid V Ground Zeroes,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
902,Metro 2033 Redux,N/A,https://www.wifi4games.com/pc_games/Metro_2033_Redux.html,تحميل لعبة الاكشن والعنف ميترو Metro 2033 Redux,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
903,Kidnapped,N/A,https://www.wifi4games.com/pc_games/Kidnapped.html,تحميل لعبة الرعب Kidnapped,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
904,Command & Conqure Red Alert 3,N/A,https://www.wifi4games.com/pc_games/Command_and_Conqure_Red_Alert_3.html,تحميل اللعبة الاستراتجية ريد اليرت 3 Command & Conqure Red Alert,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
905,James Bond 007: Blood Stone,N/A,https://www.wifi4games.com/pc_games/James_Bond_007:_Blood_Stone.html,تحميل لعبة James Bond 007: Blood Stone,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
906,Stoked Big Air Edition,N/A,https://www.wifi4games.com/pc_games/Stoked_Big_Air_Edition.html,تحميل لعبة التزحلق على الجليد Stoked Big Air Edition,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
907,SCANIA Truck Driving Simulation,N/A,https://www.wifi4games.com/pc_games/SCANIA_Truck_Driving_Simulation.html,تحميل لعبة محاكي قيادة الشاحنات SCANIA Truck Driving Simulation,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
908,GRID Autosport,N/A,https://www.wifi4games.com/pc_games/GRID_Autosport.html,تحميل لعبة السباق GRID Autosport,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
909,Bully Scholarship,N/A,https://www.wifi4games.com/pc_games/Bully_Scholarship.html,تحميل لعبة Bully Scholarship و الشغب في المدارس,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
910,The King Of Fighters XIII,N/A,https://www.wifi4games.com/pc_games/The_King_Of_Fighters_XIII.html,تحميل لعبة The King Of Fighters XIII,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
911,MXGP - The Official Motocross Videogame,N/A,https://www.wifi4games.com/pc_games/MXGP_-_The_Official_Motocross_Videogame.html,تحميل لعبة MXGP - The Official Motocross Videogame,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
912,Sonic & SEGA All-Stars Racing,N/A,https://www.wifi4games.com/pc_games/Sonic__SEGA_All-Stars_Racing.html,تحميل لعبة سباق سونيك  Sonic & SEGA All-Stars Racing,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
913,Mirror's Edge,N/A,https://www.wifi4games.com/pc_games/Mirror's_Edge.html,تحميل لعبة Mirror's Edge,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
914,the king of fighters 2002 unlimited match,N/A,https://www.wifi4games.com/pc_games/the_king_of_fighters_2002_unlimited_match.html,تحميل لعبة the king of fighters 2002 unlimited match,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
915,Driver San Francisco,N/A,https://www.wifi4games.com/pc_games/Driver_San_Francisco.html,تحميل لعبة Driver San Francisco,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
916,TMNT 2003,N/A,https://www.wifi4games.com/pc_games/Teenage_Mutant_Ninja_Turtles_2003.html,تحميل لعبة سلاحف النينجا Teenage Mutant Ninja Turtles 2003,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
917,need for speed most wanted 2005,N/A,https://www.wifi4games.com/pc_games/need_for_speed_most_wanted_2005.html,تحميل لعبة نيد فور سبيد موست ونتد القديمة need for speed most wanted 2005,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
918,Shank 2,N/A,https://www.wifi4games.com/pc_games/Shank_2.html,لعبة التشويق و الاثارة  Shank 2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
919,Trials Fusion Welcome To The Abyss,N/A,https://www.wifi4games.com/pc_games/Trials_Fusion_Welcome_To_The_Abyss.html,تحميل لعبة الدراجات النارية Trials Fusion Welcome To The Abyss,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
920,the legend of korra,N/A,https://www.wifi4games.com/pc_games/the_legend_of_korra.html,تحميل لعبة اسطورة كورا the legend of korra,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
921,Euro Truck Simulator,N/A,https://www.wifi4games.com/pc_games/Euro_Truck_Simulator.html,تنزيل لعبة محاكي الشاحنات Euro Truck Simulator الجزء الأول,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
922,IGI 2,N/A,https://www.wifi4games.com/pc_games/IGI_2.html,تحميل لعبة المهمات IGI2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
923,Naruto Shippuden Ultimate Ninja Storm 3,N/A,https://www.wifi4games.com/pc_games/Naruto_Shippuden_Ultimate_Ninja_Storm_3.html,تحميل لعبة Naruto Shippuden Ultimate Ninja Storm 3,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
924,One Piece Pirate Warriors 3,N/A,https://www.wifi4games.com/pc_games/One_Piece_Pirate_Warriors_3.html,تحميل لعبة One Piece Pirate Warriors 3,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
925,Naild,N/A,https://www.wifi4games.com/pc_games/Naild.html,لعبة التشويق والسباق Naild,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
926,Shadow Blade: Reload,N/A,https://www.wifi4games.com/pc_games/Shadow_Blade:_Reload.html,تحميل لعبة قتال النينجا Shadow Blade: Reload,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
927,Dragon Ball Z SAGAS,N/A,https://www.wifi4games.com/pc_games/Dragon_Ball_Z_SAGAS.html,تحميل لعبة Dragon Ball Z SAGAS دراغون بول زد,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
928,Avatar The Last Airbender,N/A,https://www.wifi4games.com/pc_games/Avatar_The_Last_Airbender.html,"تحميل لعبة الانمي , Avatar The Last Airbender",ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
929,Neighbours from hell 2 on vacation,N/A,https://www.wifi4games.com/pc_games/Neighbours_from_Hell_2_on_vacation.html,تحميل لعبة الجار المزعج Neighbours from hell 2 on vacation,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
930,Conflict Desert Storm,N/A,https://www.wifi4games.com/pc_games/Conflict_Desert_Storm.html,تحميل لعبة الحرب Conflict Desert Storm,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
931,Counter-Strike 1.4,N/A,https://www.wifi4games.com/pc_games/Counter-Strike1.4.html,تحميل Counter-Strike 1.4 السورية مع إمكانية شراء السلاح بضغطة زر,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
932,TMNT 2 BattleNexus,N/A,https://www.wifi4games.com/pc_games/TeenageMutantNinjaTurtles2.html,تنزيل لعبة سلاحف النينجا Teenage Mutant Ninja Turtles 2 BattleNexus,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
933,GTA Vice City Bab Al Hara,N/A,https://www.wifi4games.com/pc_games/GTAVceCityBabAlHara.html,تحميل لعبة جتا باب الحارة GTA Vice City Bab Al Hara,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
934,Plants Vs Zombies,N/A,https://www.wifi4games.com/pc_games/PlantsVsZombies.html,تحميل لعبة النباتات ضد الزومبي Plants Vs Zombies مجانا و كاملة,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
935,Saving Private Sheep,N/A,https://www.wifi4games.com/pc_games/SavingPrivateSheep.html,تحميل لعبة  Saving Private Sheep,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
936,Talismania,N/A,https://www.wifi4games.com/pc_games/Talismania.html,تحميل لعبة الملك Talismania,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
937,worms blast,N/A,https://www.wifi4games.com/pc_games/wormsblast.html,تحميل العبة المسلية و الممتعة worms blast,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
938,Worms Forts Under Siege,N/A,https://www.wifi4games.com/pc_games/WormsFortsUnderSiege.html,تحميل لعبة الديدان Worms Forts Under Siege,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
939,shank,N/A,https://www.wifi4games.com/pc_games/shank.html,تحميل لعبة شانك shank الجزء الأول,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
940,pes 13,N/A,https://www.wifi4games.com/pc_games/ProEvolutionSoccer2013.html,تنزيل لعبة بيس Pro Evolution Soccer 2013 - PES 13 باللغة العربية,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
941,God of War II,N/A,https://www.wifi4games.com/pc_games/GodofWarII.html,تحميل لعبة God of War 2,ليصلك كل جديد تابع قناتنا على تيليجرام,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"اكشن, قتال, استراتيجية, رعب, مغامرات, السباق والسيارات, محاكاة الواقع, رياضة, ذكاء, تصويب, العاب قديمة, خفيفة و مسلية, خيال علمي, نجاة"
